"disease"	"admin1"	"week"	"year"	"cases"	"admin1_name"
"488"	"ZIKV"	20	7	2016	134	"Cesar"
"489"	"ZIKV"	23	7	2016	166	"Cordoba"
"490"	"ZIKV"	25	7	2016	249	"Cundinamarca"
"491"	"ZIKV"	27	7	2016	2	"Choco"
"492"	"ZIKV"	41	7	2016	433	"Huila"
"493"	"ZIKV"	44	7	2016	40	"Guajira"
"494"	"ZIKV"	47	7	2016	171	"Magdalena"
"495"	"ZIKV"	50	7	2016	227	"Meta"
"496"	"ZIKV"	52	7	2016	4	"Narino"
"497"	"ZIKV"	54	7	2016	526	"Norte Santander"
"498"	"ZIKV"	63	7	2016	16	"Quindio"
"499"	"ZIKV"	66	7	2016	66	"Risaralda"
"500"	"ZIKV"	68	7	2016	278	"Santander"
"501"	"ZIKV"	70	7	2016	33	"Sucre"
"502"	"ZIKV"	73	7	2016	417	"Tolima"
"503"	"ZIKV"	76	7	2016	1083	"Valle del Cauca"
"504"	"ZIKV"	81	7	2016	73	"Arauca"
"505"	"ZIKV"	85	7	2016	105	"Casanare"
"506"	"ZIKV"	86	7	2016	44	"Putumayo"
"507"	"ZIKV"	88	7	2016	12	"San Andres"
"508"	"ZIKV"	91	7	2016	35	"Amazonas"
"509"	"ZIKV"	94	7	2016	1	"Guainia"
"510"	"ZIKV"	95	7	2016	5	"Guaviare"
"511"	"ZIKV"	99	7	2016	1	"Vichada"
"512"	"ZIKV"	5	8	2016	139	"Antioquia"
"513"	"ZIKV"	8	8	2016	155	"Atlantico"
"514"	"ZIKV"	13	8	2016	31	"Bolivar"
"515"	"ZIKV"	15	8	2016	14	"Boyaca"
"516"	"ZIKV"	17	8	2016	7	"Caldas"
"517"	"ZIKV"	18	8	2016	86	"Caqueta"
"518"	"ZIKV"	19	8	2016	13	"Cauca"
"519"	"ZIKV"	20	8	2016	65	"Cesar"
"520"	"ZIKV"	23	8	2016	85	"Cordoba"
"521"	"ZIKV"	25	8	2016	205	"Cundinamarca"
"522"	"ZIKV"	27	8	2016	1	"Choco"
"523"	"ZIKV"	41	8	2016	385	"Huila"
"524"	"ZIKV"	44	8	2016	21	"Guajira"
"525"	"ZIKV"	47	8	2016	80	"Magdalena"
"526"	"ZIKV"	50	8	2016	188	"Meta"
"527"	"ZIKV"	52	8	2016	3	"Narino"
"528"	"ZIKV"	54	8	2016	311	"Norte Santander"
"529"	"ZIKV"	63	8	2016	12	"Quindio"
"530"	"ZIKV"	66	8	2016	49	"Risaralda"
"531"	"ZIKV"	68	8	2016	287	"Santander"
"532"	"ZIKV"	70	8	2016	29	"Sucre"
"533"	"ZIKV"	73	8	2016	407	"Tolima"
"534"	"ZIKV"	76	8	2016	1114	"Valle del Cauca"
"535"	"ZIKV"	81	8	2016	71	"Arauca"
"536"	"ZIKV"	85	8	2016	105	"Casanare"
"537"	"ZIKV"	86	8	2016	28	"Putumayo"
"538"	"ZIKV"	88	8	2016	4	"San Andres"
"539"	"ZIKV"	91	8	2016	38	"Amazonas"
"540"	"ZIKV"	94	8	2016	1	"Guainia"
"541"	"ZIKV"	95	8	2016	4	"Guaviare"
"542"	"ZIKV"	97	8	2016	1	"Vaupes"
"543"	"ZIKV"	5	9	2016	149	"Antioquia"
"544"	"ZIKV"	8	9	2016	127	"Atlantico"
"545"	"ZIKV"	13	9	2016	28	"Bolivar"
"546"	"ZIKV"	15	9	2016	16	"Boyaca"
"547"	"ZIKV"	17	9	2016	13	"Caldas"
"548"	"ZIKV"	18	9	2016	77	"Caqueta"
"549"	"ZIKV"	19	9	2016	10	"Cauca"
"550"	"ZIKV"	20	9	2016	52	"Cesar"
"551"	"ZIKV"	23	9	2016	72	"Cordoba"
"552"	"ZIKV"	25	9	2016	206	"Cundinamarca"
"553"	"ZIKV"	27	9	2016	4	"Choco"
"554"	"ZIKV"	41	9	2016	271	"Huila"
"555"	"ZIKV"	44	9	2016	20	"Guajira"
"556"	"ZIKV"	47	9	2016	66	"Magdalena"
"557"	"ZIKV"	50	9	2016	228	"Meta"
"558"	"ZIKV"	52	9	2016	4	"Narino"
"559"	"ZIKV"	54	9	2016	203	"Norte Santander"
"560"	"ZIKV"	63	9	2016	15	"Quindio"
"561"	"ZIKV"	66	9	2016	37	"Risaralda"
"562"	"ZIKV"	68	9	2016	348	"Santander"
"563"	"ZIKV"	70	9	2016	20	"Sucre"
"564"	"ZIKV"	73	9	2016	392	"Tolima"
"565"	"ZIKV"	76	9	2016	1321	"Valle del Cauca"
"566"	"ZIKV"	81	9	2016	74	"Arauca"
"567"	"ZIKV"	85	9	2016	148	"Casanare"
"568"	"ZIKV"	86	9	2016	22	"Putumayo"
"569"	"ZIKV"	88	9	2016	3	"San Andres"
"570"	"ZIKV"	91	9	2016	40	"Amazonas"
"571"	"ZIKV"	95	9	2016	6	"Guaviare"
"572"	"ZIKV"	97	9	2016	1	"Vaupes"
"573"	"ZIKV"	99	9	2016	1	"Vichada"
"574"	"ZIKV"	5	10	2016	105	"Antioquia"
"575"	"ZIKV"	8	10	2016	91	"Atlantico"
"576"	"ZIKV"	13	10	2016	22	"Bolivar"
"577"	"ZIKV"	15	10	2016	8	"Boyaca"
"578"	"ZIKV"	17	10	2016	15	"Caldas"
"579"	"ZIKV"	18	10	2016	57	"Caqueta"
"580"	"ZIKV"	19	10	2016	7	"Cauca"
"581"	"ZIKV"	20	10	2016	38	"Cesar"
"582"	"ZIKV"	23	10	2016	45	"Cordoba"
"583"	"ZIKV"	25	10	2016	139	"Cundinamarca"
"584"	"ZIKV"	27	10	2016	2	"Choco"
"585"	"ZIKV"	41	10	2016	261	"Huila"
"586"	"ZIKV"	44	10	2016	8	"Guajira"
"587"	"ZIKV"	47	10	2016	48	"Magdalena"
"588"	"ZIKV"	50	10	2016	212	"Meta"
"589"	"ZIKV"	52	10	2016	1	"Narino"
"590"	"ZIKV"	54	10	2016	147	"Norte Santander"
"591"	"ZIKV"	63	10	2016	12	"Quindio"
"592"	"ZIKV"	66	10	2016	45	"Risaralda"
"593"	"ZIKV"	68	10	2016	354	"Santander"
"594"	"ZIKV"	70	10	2016	21	"Sucre"
"595"	"ZIKV"	73	10	2016	320	"Tolima"
"596"	"ZIKV"	76	10	2016	1358	"Valle del Cauca"
"597"	"ZIKV"	81	10	2016	80	"Arauca"
"598"	"ZIKV"	85	10	2016	141	"Casanare"
"599"	"ZIKV"	86	10	2016	13	"Putumayo"
"600"	"ZIKV"	88	10	2016	8	"San Andres"
"601"	"ZIKV"	91	10	2016	23	"Amazonas"
"602"	"ZIKV"	95	10	2016	1	"Guaviare"
"603"	"ZIKV"	97	10	2016	1	"Vaupes"
"604"	"ZIKV"	99	10	2016	2	"Vichada"
"605"	"ZIKV"	5	11	2016	75	"Antioquia"
"606"	"ZIKV"	8	11	2016	43	"Atlantico"
"607"	"ZIKV"	13	11	2016	16	"Bolivar"
"608"	"ZIKV"	15	11	2016	11	"Boyaca"
"609"	"ZIKV"	17	11	2016	9	"Caldas"
"610"	"ZIKV"	18	11	2016	61	"Caqueta"
"611"	"ZIKV"	19	11	2016	9	"Cauca"
"612"	"ZIKV"	20	11	2016	24	"Cesar"
"613"	"ZIKV"	23	11	2016	25	"Cordoba"
"614"	"ZIKV"	25	11	2016	132	"Cundinamarca"
"615"	"ZIKV"	27	11	2016	2	"Choco"
"616"	"ZIKV"	41	11	2016	196	"Huila"
"617"	"ZIKV"	44	11	2016	5	"Guajira"
"618"	"ZIKV"	47	11	2016	29	"Magdalena"
"619"	"ZIKV"	50	11	2016	196	"Meta"
"620"	"ZIKV"	52	11	2016	5	"Narino"
"621"	"ZIKV"	54	11	2016	101	"Norte Santander"
"622"	"ZIKV"	63	11	2016	15	"Quindio"
"623"	"ZIKV"	66	11	2016	52	"Risaralda"
"624"	"ZIKV"	68	11	2016	369	"Santander"
"625"	"ZIKV"	70	11	2016	11	"Sucre"
"626"	"ZIKV"	73	11	2016	192	"Tolima"
"627"	"ZIKV"	76	11	2016	1057	"Valle del Cauca"
"628"	"ZIKV"	81	11	2016	85	"Arauca"
"629"	"ZIKV"	85	11	2016	114	"Casanare"
"630"	"ZIKV"	86	11	2016	17	"Putumayo"
"631"	"ZIKV"	88	11	2016	6	"San Andres"
"632"	"ZIKV"	91	11	2016	18	"Amazonas"
"633"	"ZIKV"	95	11	2016	2	"Guaviare"
"634"	"ZIKV"	5	12	2016	44	"Antioquia"
"635"	"ZIKV"	8	12	2016	26	"Atlantico"
"636"	"ZIKV"	13	12	2016	17	"Bolivar"
"637"	"ZIKV"	15	12	2016	17	"Boyaca"
"638"	"ZIKV"	17	12	2016	5	"Caldas"
"639"	"ZIKV"	18	12	2016	45	"Caqueta"
"640"	"ZIKV"	19	12	2016	10	"Cauca"
"641"	"ZIKV"	20	12	2016	11	"Cesar"
"642"	"ZIKV"	23	12	2016	20	"Cordoba"
"643"	"ZIKV"	25	12	2016	84	"Cundinamarca"
"644"	"ZIKV"	27	12	2016	2	"Choco"
"645"	"ZIKV"	41	12	2016	108	"Huila"
"646"	"ZIKV"	44	12	2016	1	"Guajira"
"647"	"ZIKV"	47	12	2016	19	"Magdalena"
"648"	"ZIKV"	50	12	2016	166	"Meta"
"649"	"ZIKV"	52	12	2016	4	"Narino"
"650"	"ZIKV"	54	12	2016	50	"Norte Santander"
"651"	"ZIKV"	63	12	2016	16	"Quindio"
"652"	"ZIKV"	66	12	2016	35	"Risaralda"
"653"	"ZIKV"	68	12	2016	274	"Santander"
"654"	"ZIKV"	70	12	2016	6	"Sucre"
"655"	"ZIKV"	73	12	2016	159	"Tolima"
"656"	"ZIKV"	76	12	2016	1041	"Valle del Cauca"
"657"	"ZIKV"	81	12	2016	94	"Arauca"
"658"	"ZIKV"	85	12	2016	80	"Casanare"
"659"	"ZIKV"	86	12	2016	14	"Putumayo"
"660"	"ZIKV"	88	12	2016	3	"San Andres"
"661"	"ZIKV"	91	12	2016	22	"Amazonas"
"662"	"ZIKV"	94	12	2016	1	"Guainia"
"663"	"ZIKV"	95	12	2016	6	"Guaviare"
"664"	"ZIKV"	97	12	2016	1	"Vaupes"
"665"	"ZIKV"	5	13	2016	76	"Antioquia"
"666"	"ZIKV"	8	13	2016	32	"Atlantico"
"667"	"ZIKV"	13	13	2016	9	"Bolivar"
"668"	"ZIKV"	15	13	2016	30	"Boyaca"
"669"	"ZIKV"	17	13	2016	5	"Caldas"
"670"	"ZIKV"	18	13	2016	41	"Caqueta"
"671"	"ZIKV"	19	13	2016	5	"Cauca"
"672"	"ZIKV"	20	13	2016	13	"Cesar"
"673"	"ZIKV"	23	13	2016	10	"Cordoba"
"674"	"ZIKV"	25	13	2016	175	"Cundinamarca"
"675"	"ZIKV"	27	13	2016	3	"Choco"
"676"	"ZIKV"	41	13	2016	139	"Huila"
"677"	"ZIKV"	44	13	2016	1	"Guajira"
"678"	"ZIKV"	47	13	2016	13	"Magdalena"
"679"	"ZIKV"	50	13	2016	289	"Meta"
"680"	"ZIKV"	52	13	2016	4	"Narino"
"681"	"ZIKV"	54	13	2016	74	"Norte Santander"
"682"	"ZIKV"	63	13	2016	30	"Quindio"
"683"	"ZIKV"	66	13	2016	51	"Risaralda"
"684"	"ZIKV"	68	13	2016	528	"Santander"
"685"	"ZIKV"	70	13	2016	7	"Sucre"
"686"	"ZIKV"	73	13	2016	292	"Tolima"
"687"	"ZIKV"	76	13	2016	1534	"Valle del Cauca"
"688"	"ZIKV"	81	13	2016	127	"Arauca"
"689"	"ZIKV"	85	13	2016	150	"Casanare"
"690"	"ZIKV"	86	13	2016	21	"Putumayo"
"691"	"ZIKV"	88	13	2016	5	"San Andres"
"692"	"ZIKV"	91	13	2016	10	"Amazonas"
"693"	"ZIKV"	95	13	2016	15	"Guaviare"
"694"	"ZIKV"	99	13	2016	2	"Vichada"
"695"	"ZIKV"	5	14	2016	55	"Antioquia"
"696"	"ZIKV"	8	14	2016	26	"Atlantico"
"697"	"ZIKV"	13	14	2016	12	"Bolivar"
"698"	"ZIKV"	15	14	2016	15	"Boyaca"
"699"	"ZIKV"	17	14	2016	6	"Caldas"
"700"	"ZIKV"	18	14	2016	35	"Caqueta"
"701"	"ZIKV"	19	14	2016	19	"Cauca"
"702"	"ZIKV"	20	14	2016	8	"Cesar"
"703"	"ZIKV"	23	14	2016	16	"Cordoba"
"704"	"ZIKV"	25	14	2016	127	"Cundinamarca"
"705"	"ZIKV"	27	14	2016	2	"Choco"
"706"	"ZIKV"	41	14	2016	94	"Huila"
"707"	"ZIKV"	44	14	2016	1	"Guajira"
"708"	"ZIKV"	47	14	2016	17	"Magdalena"
"709"	"ZIKV"	50	14	2016	219	"Meta"
"710"	"ZIKV"	52	14	2016	1	"Narino"
"711"	"ZIKV"	54	14	2016	72	"Norte Santander"
"712"	"ZIKV"	63	14	2016	28	"Quindio"
"713"	"ZIKV"	66	14	2016	58	"Risaralda"
"714"	"ZIKV"	68	14	2016	498	"Santander"
"715"	"ZIKV"	70	14	2016	9	"Sucre"
"716"	"ZIKV"	73	14	2016	193	"Tolima"
"717"	"ZIKV"	76	14	2016	1473	"Valle del Cauca"
"718"	"ZIKV"	81	14	2016	108	"Arauca"
"719"	"ZIKV"	85	14	2016	164	"Casanare"
"720"	"ZIKV"	86	14	2016	24	"Putumayo"
"721"	"ZIKV"	88	14	2016	7	"San Andres"
"722"	"ZIKV"	91	14	2016	10	"Amazonas"
"723"	"ZIKV"	95	14	2016	11	"Guaviare"
"724"	"ZIKV"	99	14	2016	4	"Vichada"
"725"	"ZIKV"	5	15	2016	51	"Antioquia"
"726"	"ZIKV"	8	15	2016	23	"Atlantico"
"727"	"ZIKV"	13	15	2016	7	"Bolivar"
"728"	"ZIKV"	15	15	2016	15	"Boyaca"
"729"	"ZIKV"	17	15	2016	7	"Caldas"
"730"	"ZIKV"	18	15	2016	34	"Caqueta"
"731"	"ZIKV"	19	15	2016	11	"Cauca"
"732"	"ZIKV"	20	15	2016	7	"Cesar"
"733"	"ZIKV"	23	15	2016	3	"Cordoba"
"734"	"ZIKV"	25	15	2016	88	"Cundinamarca"
"735"	"ZIKV"	41	15	2016	86	"Huila"
"736"	"ZIKV"	44	15	2016	1	"Guajira"
"737"	"ZIKV"	47	15	2016	11	"Magdalena"
"738"	"ZIKV"	50	15	2016	194	"Meta"
"739"	"ZIKV"	52	15	2016	1	"Narino"
"740"	"ZIKV"	54	15	2016	49	"Norte Santander"
"741"	"ZIKV"	63	15	2016	20	"Quindio"
"742"	"ZIKV"	66	15	2016	30	"Risaralda"
"743"	"ZIKV"	68	15	2016	531	"Santander"
"744"	"ZIKV"	70	15	2016	5	"Sucre"
"745"	"ZIKV"	73	15	2016	160	"Tolima"
"746"	"ZIKV"	76	15	2016	1528	"Valle del Cauca"
"747"	"ZIKV"	81	15	2016	117	"Arauca"
"748"	"ZIKV"	85	15	2016	220	"Casanare"
"749"	"ZIKV"	86	15	2016	22	"Putumayo"
"750"	"ZIKV"	88	15	2016	13	"San Andres"
"751"	"ZIKV"	91	15	2016	9	"Amazonas"
"752"	"ZIKV"	95	15	2016	23	"Guaviare"
"753"	"ZIKV"	99	15	2016	6	"Vichada"
"754"	"ZIKV"	5	16	2016	50	"Antioquia"
"755"	"ZIKV"	8	16	2016	12	"Atlantico"
"756"	"ZIKV"	13	16	2016	7	"Bolivar"
"757"	"ZIKV"	15	16	2016	13	"Boyaca"
"758"	"ZIKV"	17	16	2016	7	"Caldas"
"759"	"ZIKV"	18	16	2016	32	"Caqueta"
"760"	"ZIKV"	19	16	2016	17	"Cauca"
"761"	"ZIKV"	20	16	2016	12	"Cesar"
"762"	"ZIKV"	23	16	2016	5	"Cordoba"
"763"	"ZIKV"	25	16	2016	59	"Cundinamarca"
"764"	"ZIKV"	27	16	2016	1	"Choco"
"765"	"ZIKV"	41	16	2016	60	"Huila"
"766"	"ZIKV"	44	16	2016	2	"Guajira"
"767"	"ZIKV"	47	16	2016	7	"Magdalena"
"768"	"ZIKV"	50	16	2016	191	"Meta"
"769"	"ZIKV"	54	16	2016	47	"Norte Santander"
"770"	"ZIKV"	63	16	2016	27	"Quindio"
"771"	"ZIKV"	66	16	2016	41	"Risaralda"
"772"	"ZIKV"	68	16	2016	585	"Santander"
"773"	"ZIKV"	70	16	2016	2	"Sucre"
"774"	"ZIKV"	73	16	2016	120	"Tolima"
"775"	"ZIKV"	76	16	2016	1318	"Valle del Cauca"
"776"	"ZIKV"	81	16	2016	114	"Arauca"
"777"	"ZIKV"	85	16	2016	194	"Casanare"
"778"	"ZIKV"	86	16	2016	21	"Putumayo"
"779"	"ZIKV"	88	16	2016	7	"San Andres"
"780"	"ZIKV"	91	16	2016	21	"Amazonas"
"781"	"ZIKV"	95	16	2016	22	"Guaviare"
"782"	"ZIKV"	99	16	2016	10	"Vichada"
"783"	"ZIKV"	5	17	2016	24	"Antioquia"
"784"	"ZIKV"	8	17	2016	19	"Atlantico"
"785"	"ZIKV"	13	17	2016	13	"Bolivar"
"786"	"ZIKV"	15	17	2016	9	"Boyaca"
"787"	"ZIKV"	17	17	2016	4	"Caldas"
"788"	"ZIKV"	18	17	2016	19	"Caqueta"
"789"	"ZIKV"	19	17	2016	10	"Cauca"
"790"	"ZIKV"	20	17	2016	10	"Cesar"
"791"	"ZIKV"	23	17	2016	5	"Cordoba"
"792"	"ZIKV"	25	17	2016	59	"Cundinamarca"
"793"	"ZIKV"	27	17	2016	1	"Choco"
"794"	"ZIKV"	41	17	2016	59	"Huila"
"795"	"ZIKV"	44	17	2016	2	"Guajira"
"796"	"ZIKV"	47	17	2016	7	"Magdalena"
"797"	"ZIKV"	50	17	2016	172	"Meta"
"798"	"ZIKV"	52	17	2016	2	"Narino"
"799"	"ZIKV"	54	17	2016	46	"Norte Santander"
"800"	"ZIKV"	63	17	2016	25	"Quindio"
"801"	"ZIKV"	66	17	2016	54	"Risaralda"
"802"	"ZIKV"	68	17	2016	552	"Santander"
"803"	"ZIKV"	70	17	2016	2	"Sucre"
"804"	"ZIKV"	73	17	2016	107	"Tolima"
"805"	"ZIKV"	76	17	2016	1237	"Valle del Cauca"
"806"	"ZIKV"	81	17	2016	90	"Arauca"
"807"	"ZIKV"	85	17	2016	233	"Casanare"
"808"	"ZIKV"	86	17	2016	16	"Putumayo"
"809"	"ZIKV"	88	17	2016	9	"San Andres"
"810"	"ZIKV"	91	17	2016	11	"Amazonas"
"811"	"ZIKV"	95	17	2016	23	"Guaviare"
"812"	"ZIKV"	97	17	2016	2	"Vaupes"
"813"	"ZIKV"	99	17	2016	3	"Vichada"
"814"	"ZIKV"	5	18	2016	35	"Antioquia"
"815"	"ZIKV"	8	18	2016	26	"Atlantico"
"816"	"ZIKV"	13	18	2016	9	"Bolivar"
"817"	"ZIKV"	15	18	2016	5	"Boyaca"
"818"	"ZIKV"	17	18	2016	9	"Caldas"
"819"	"ZIKV"	18	18	2016	21	"Caqueta"
"820"	"ZIKV"	19	18	2016	8	"Cauca"
"821"	"ZIKV"	20	18	2016	6	"Cesar"
"822"	"ZIKV"	23	18	2016	7	"Cordoba"
"823"	"ZIKV"	25	18	2016	58	"Cundinamarca"
"824"	"ZIKV"	41	18	2016	54	"Huila"
"825"	"ZIKV"	44	18	2016	2	"Guajira"
"826"	"ZIKV"	47	18	2016	17	"Magdalena"
"827"	"ZIKV"	50	18	2016	162	"Meta"
"828"	"ZIKV"	52	18	2016	1	"Narino"
"829"	"ZIKV"	54	18	2016	39	"Norte Santander"
"830"	"ZIKV"	63	18	2016	12	"Quindio"
"831"	"ZIKV"	66	18	2016	52	"Risaralda"
"832"	"ZIKV"	68	18	2016	512	"Santander"
"833"	"ZIKV"	70	18	2016	3	"Sucre"
"834"	"ZIKV"	73	18	2016	95	"Tolima"
"835"	"ZIKV"	76	18	2016	1145	"Valle del Cauca"
"836"	"ZIKV"	81	18	2016	85	"Arauca"
"837"	"ZIKV"	85	18	2016	230	"Casanare"
"838"	"ZIKV"	86	18	2016	11	"Putumayo"
"839"	"ZIKV"	88	18	2016	4	"San Andres"
"840"	"ZIKV"	91	18	2016	7	"Amazonas"
"841"	"ZIKV"	94	18	2016	1	"Guainia"
"842"	"ZIKV"	95	18	2016	13	"Guaviare"
"843"	"ZIKV"	99	18	2016	4	"Vichada"
"844"	"ZIKV"	5	19	2016	34	"Antioquia"
"845"	"ZIKV"	8	19	2016	13	"Atlantico"
"846"	"ZIKV"	13	19	2016	17	"Bolivar"
"847"	"ZIKV"	15	19	2016	5	"Boyaca"
"848"	"ZIKV"	17	19	2016	6	"Caldas"
"849"	"ZIKV"	18	19	2016	10	"Caqueta"
"850"	"ZIKV"	19	19	2016	17	"Cauca"
"851"	"ZIKV"	20	19	2016	10	"Cesar"
"852"	"ZIKV"	23	19	2016	2	"Cordoba"
"853"	"ZIKV"	25	19	2016	48	"Cundinamarca"
"854"	"ZIKV"	27	19	2016	3	"Choco"
"855"	"ZIKV"	41	19	2016	47	"Huila"
"856"	"ZIKV"	47	19	2016	15	"Magdalena"
"857"	"ZIKV"	50	19	2016	186	"Meta"
"858"	"ZIKV"	52	19	2016	1	"Narino"
"859"	"ZIKV"	54	19	2016	53	"Norte Santander"
"860"	"ZIKV"	63	19	2016	16	"Quindio"
"861"	"ZIKV"	66	19	2016	42	"Risaralda"
"862"	"ZIKV"	68	19	2016	520	"Santander"
"863"	"ZIKV"	70	19	2016	2	"Sucre"
"864"	"ZIKV"	73	19	2016	78	"Tolima"
"865"	"ZIKV"	76	19	2016	1097	"Valle del Cauca"
"866"	"ZIKV"	81	19	2016	92	"Arauca"
"867"	"ZIKV"	85	19	2016	223	"Casanare"
"868"	"ZIKV"	86	19	2016	11	"Putumayo"
"869"	"ZIKV"	88	19	2016	2	"San Andres"
"870"	"ZIKV"	91	19	2016	6	"Amazonas"
"871"	"ZIKV"	94	19	2016	1	"Guainia"
"872"	"ZIKV"	95	19	2016	11	"Guaviare"
"873"	"ZIKV"	99	19	2016	2	"Vichada"
"874"	"ZIKV"	5	20	2016	37	"Antioquia"
"875"	"ZIKV"	8	20	2016	24	"Atlantico"
"876"	"ZIKV"	13	20	2016	12	"Bolivar"
"877"	"ZIKV"	15	20	2016	8	"Boyaca"
"878"	"ZIKV"	17	20	2016	7	"Caldas"
"879"	"ZIKV"	18	20	2016	10	"Caqueta"
"880"	"ZIKV"	19	20	2016	12	"Cauca"
"881"	"ZIKV"	20	20	2016	15	"Cesar"
"882"	"ZIKV"	23	20	2016	7	"Cordoba"
"883"	"ZIKV"	25	20	2016	58	"Cundinamarca"
"884"	"ZIKV"	41	20	2016	43	"Huila"
"885"	"ZIKV"	44	20	2016	6	"Guajira"
"886"	"ZIKV"	47	20	2016	11	"Magdalena"
"887"	"ZIKV"	50	20	2016	176	"Meta"
"888"	"ZIKV"	54	20	2016	69	"Norte Santander"
"889"	"ZIKV"	63	20	2016	8	"Quindio"
"890"	"ZIKV"	66	20	2016	49	"Risaralda"
"891"	"ZIKV"	68	20	2016	534	"Santander"
"892"	"ZIKV"	70	20	2016	1	"Sucre"
"893"	"ZIKV"	73	20	2016	67	"Tolima"
"894"	"ZIKV"	76	20	2016	1101	"Valle del Cauca"
"895"	"ZIKV"	81	20	2016	81	"Arauca"
"896"	"ZIKV"	85	20	2016	274	"Casanare"
"897"	"ZIKV"	86	20	2016	13	"Putumayo"
"898"	"ZIKV"	88	20	2016	1	"San Andres"
"899"	"ZIKV"	91	20	2016	1	"Amazonas"
"900"	"ZIKV"	95	20	2016	15	"Guaviare"
"901"	"ZIKV"	99	20	2016	3	"Vichada"
"902"	"ZIKV"	5	21	2016	31	"Antioquia"
"903"	"ZIKV"	8	21	2016	18	"Atlantico"
"904"	"ZIKV"	13	21	2016	4	"Bolivar"
"905"	"ZIKV"	15	21	2016	3	"Boyaca"
"906"	"ZIKV"	17	21	2016	6	"Caldas"
"907"	"ZIKV"	18	21	2016	10	"Caqueta"
"908"	"ZIKV"	19	21	2016	15	"Cauca"
"909"	"ZIKV"	20	21	2016	9	"Cesar"
"910"	"ZIKV"	23	21	2016	3	"Cordoba"
"911"	"ZIKV"	25	21	2016	37	"Cundinamarca"
"912"	"ZIKV"	27	21	2016	2	"Choco"
"913"	"ZIKV"	41	21	2016	31	"Huila"
"914"	"ZIKV"	44	21	2016	4	"Guajira"
"915"	"ZIKV"	47	21	2016	16	"Magdalena"
"916"	"ZIKV"	50	21	2016	130	"Meta"
"917"	"ZIKV"	52	21	2016	4	"Narino"
"918"	"ZIKV"	54	21	2016	72	"Norte Santander"
"919"	"ZIKV"	63	21	2016	11	"Quindio"
"920"	"ZIKV"	66	21	2016	42	"Risaralda"
"921"	"ZIKV"	68	21	2016	423	"Santander"
"922"	"ZIKV"	70	21	2016	2	"Sucre"
"923"	"ZIKV"	73	21	2016	47	"Tolima"
"924"	"ZIKV"	76	21	2016	982	"Valle del Cauca"
"925"	"ZIKV"	81	21	2016	73	"Arauca"
"926"	"ZIKV"	85	21	2016	229	"Casanare"
"927"	"ZIKV"	86	21	2016	6	"Putumayo"
"928"	"ZIKV"	88	21	2016	1	"San Andres"
"929"	"ZIKV"	91	21	2016	3	"Amazonas"
"930"	"ZIKV"	95	21	2016	8	"Guaviare"
"931"	"ZIKV"	99	21	2016	1	"Vichada"
"932"	"ZIKV"	5	22	2016	20	"Antioquia"
"933"	"ZIKV"	8	22	2016	15	"Atlantico"
"934"	"ZIKV"	13	22	2016	10	"Bolivar"
"935"	"ZIKV"	15	22	2016	4	"Boyaca"
"936"	"ZIKV"	17	22	2016	7	"Caldas"
"937"	"ZIKV"	18	22	2016	8	"Caqueta"
"938"	"ZIKV"	19	22	2016	12	"Cauca"
"939"	"ZIKV"	20	22	2016	6	"Cesar"
"940"	"ZIKV"	23	22	2016	4	"Cordoba"
"941"	"ZIKV"	25	22	2016	37	"Cundinamarca"
"942"	"ZIKV"	27	22	2016	4	"Choco"
"943"	"ZIKV"	41	22	2016	29	"Huila"
"944"	"ZIKV"	47	22	2016	10	"Magdalena"
"945"	"ZIKV"	50	22	2016	130	"Meta"
"946"	"ZIKV"	52	22	2016	1	"Narino"
"947"	"ZIKV"	54	22	2016	47	"Norte Santander"
"948"	"ZIKV"	63	22	2016	14	"Quindio"
"949"	"ZIKV"	66	22	2016	33	"Risaralda"
"950"	"ZIKV"	68	22	2016	399	"Santander"
"951"	"ZIKV"	70	22	2016	7	"Sucre"
"952"	"ZIKV"	73	22	2016	64	"Tolima"
"953"	"ZIKV"	76	22	2016	891	"Valle del Cauca"
"954"	"ZIKV"	81	22	2016	59	"Arauca"
"955"	"ZIKV"	85	22	2016	165	"Casanare"
"956"	"ZIKV"	86	22	2016	12	"Putumayo"
"957"	"ZIKV"	88	22	2016	1	"San Andres"
"958"	"ZIKV"	91	22	2016	1	"Amazonas"
"959"	"ZIKV"	95	22	2016	6	"Guaviare"
"960"	"ZIKV"	99	22	2016	3	"Vichada"
"961"	"ZIKV"	5	23	2016	29	"Antioquia"
"962"	"ZIKV"	8	23	2016	16	"Atlantico"
"963"	"ZIKV"	13	23	2016	8	"Bolivar"
"964"	"ZIKV"	15	23	2016	7	"Boyaca"
"965"	"ZIKV"	17	23	2016	5	"Caldas"
"966"	"ZIKV"	18	23	2016	5	"Caqueta"
"967"	"ZIKV"	19	23	2016	17	"Cauca"
"968"	"ZIKV"	20	23	2016	6	"Cesar"
"969"	"ZIKV"	23	23	2016	3	"Cordoba"
"970"	"ZIKV"	25	23	2016	30	"Cundinamarca"
"971"	"ZIKV"	27	23	2016	3	"Choco"
"972"	"ZIKV"	41	23	2016	28	"Huila"
"973"	"ZIKV"	47	23	2016	15	"Magdalena"
"974"	"ZIKV"	50	23	2016	101	"Meta"
"975"	"ZIKV"	54	23	2016	38	"Norte Santander"
"976"	"ZIKV"	63	23	2016	8	"Quindio"
